text,label
e do not unlink or detach or remove the full project gutenbergtm license terms from this work or any files containing a part of this work or any other work associated with project gutenbergtm,1
e do not copy display perform distribute or redistribute this electronic work or any part of this electronic work without prominently displaying the sentence set forth in paragraph e with active links or immediate access to the full terms of the project gutenbergtm license,1
e you may convert to and distribute this work in any binary compressed marked up nonproprietary or proprietary form including any word processing or hypertext form however if you provide access to or distribute copies of a project gutenbergtm work in a format other than plain vanilla ascii or other format used in the official version posted on the official project gutenbergtm web site wwwgutenbergorg you must at no additional cost fee or expense to the user provide a copy a means of exporting a copy or a means of obtaining a copy upon request of the work in its original plain vanilla ascii or other form any alternate format must include the full project gutenbergtm license as specified in paragraph e,1
e do not charge a fee for access to viewing displaying performing copying or distributing any project gutenbergtm works unless you comply with paragraph e or e,1
e you may charge a reasonable fee for copies of or providing access to or distributing project gutenbergtm electronic works provided that,1
you pay a royalty fee of of the gross profits you derive from the use of project gutenbergtm works calculated using the method you already use to calculate your applicable taxes the fee is owed to the owner of the project gutenbergtm trademark but he has agreed to donate royalties under this paragraph to the project gutenberg literary archive foundation royalty payments must be paid within days following each date on which you prepare or are legally required to prepare your periodic tax returns royalty payments should be clearly marked as such and sent to the project gutenberg literary archive foundation at the address specified in section information about donations to the project gutenberg literary archive foundation,1
you provide a full refund of any money paid by a user who notifies you in writing or by email within days of receipt that she does not agree to the terms of the full project gutenbergtm license you must require such a user to return or destroy all copies of the works possessed in a physical medium and discontinue all use of and all access to other copies of project gutenbergtm works,1
you provide in accordance with paragraph f a full refund of any money paid for a work or a replacement copy if a defect in the electronic work is discovered and reported to you within days of receipt of the work,1
you comply with all other terms of this agreement for free distribution of project gutenbergtm works,1
e if you wish to charge a fee or distribute a project gutenbergtm electronic work or group of works on different terms than are set forth in this agreement you must obtain permission in writing from both the project gutenberg literary archive foundation and michael hart the owner of the project gutenbergtm trademark contact the foundation as set forth in section below,1
f project gutenberg volunteers and employees expend considerable effort to identify do copyright research on transcribe and proofread public domain works in creating the project gutenbergtm collection despite these efforts project gutenbergtm electronic works and the medium on which they may be stored may contain defects such as but not limited to incomplete inaccurate or corrupt data transcription errors a copyright or other intellectual property infringement a defective or damaged disk or other medium a computer virus or computer codes that damage or cannot be read by your equipment,1
f limited warranty disclaimer of damages except for the right of replacement or refund described in paragraph f the project gutenberg literary archive foundation the owner of the project gutenbergtm trademark and any other party distributing a project gutenbergtm electronic work under this agreement disclaim all liability to you for damages costs and expenses including legal fees you agree that you have no remedies for negligence strict liability breach of warranty or breach of contract except those provided in paragraph f you agree that the foundation the trademark owner and any distributor under this agreement will not be liable to you for actual direct indirect consequential punitive or incidental damages even if you give notice of the possibility of such damage,1
f limited right of replacement or refund if you discover a defect in this electronic work within days of receiving it you can receive a refund of the money if any you paid for it by sending a written explanation to the person you received the work from if you received the work on a physical medium you must return the medium with your written explanation the person or entity that provided you with the defective work may elect to provide a replacement copy in lieu of a refund if you received the work electronically the person or entity providing it to you may choose to give you a second opportunity to receive the work electronically in lieu of a refund if the second copy is also defective you may demand a refund in writing without further opportunities to fix the problem,1
f except for the limited right of replacement or refund set forth in paragraph f this work is provided to you asis with no other warranties of any kind express or implied including but not limited to warranties of merchantibility or fitness for any purpose,1
f some states do not allow disclaimers of certain implied warranties or the exclusion or limitation of certain types of damages if any disclaimer or limitation set forth in this agreement violates the law of the state applicable to this agreement the agreement shall be interpreted to make the maximum disclaimer or limitation permitted by the applicable state law the invalidity or unenforceability of any provision of this agreement shall not void the remaining provisions,1
f indemnity you agree to indemnify and hold the foundation the trademark owner any agent or employee of the foundation anyone providing copies of project gutenbergtm electronic works in accordance with this agreement and any volunteers associated with the production promotion and distribution of project gutenbergtm electronic works harmless from all liability costs and expenses including legal fees that arise directly or indirectly from any of the following which you do or cause to occur a distribution of this or any project gutenbergtm work b alteration modification or additions or deletions to any project gutenbergtm work and c any defect you cause,1
project gutenbergtm is synonymous with the free distribution of electronic works in formats readable by the widest variety of computers including obsolete old middleaged and new computers it exists because of the efforts of hundreds of volunteers and donations from people in all walks of life,1
volunteers and financial support to provide volunteers with the assistance they need are critical to reaching project gutenbergtms goals and ensuring that the project gutenbergtm collection will remain freely available for generations to come in the project gutenberg literary archive foundation was created to provide a secure and permanent future for project gutenbergtm and future generations to learn more about the project gutenberg literary archive foundation and how your efforts and donations can help see sections and and the foundation web page at httpwwwpglaforg,1
section information about the project gutenberg literary archive foundation,1
the project gutenberg literary archive foundation is a non profit c educational corporation organized under the laws of the state of mississippi and granted tax exempt status by the internal revenue service the foundations ein or federal tax identification number is its c letter is posted at httppglaforgfundraising contributions to the project gutenberg literary archive foundation are tax deductible to the full extent permitted by us federal laws and your states laws,1
the foundations principal office is located at melan dr s fairbanks ak but its volunteers and employees are scattered throughout numerous locations its business office is located at north west salt lake city ut email businesspglaforg email contact links and up to date contact information can be found at the foundations web site and official page at httppglaforg,1
for additional contact information dr gregory b newby chief executive and director gbnewbypglaforg,1
section information about donations to the project gutenberg literary archive foundation,1
project gutenbergtm depends upon and cannot survive without wide spread public support and donations to carry out its mission of increasing the number of public domain and licensed works that can be freely distributed in machine readable form accessible by the widest array of equipment including outdated equipment many small donations to are particularly important to maintaining tax exempt status with the irs,1
the foundation is committed to complying with the laws regulating charities and charitable donations in all states of the united states compliance requirements are not uniform and it takes a considerable effort much paperwork and many fees to meet and keep up with these requirements we do not solicit donations in locations where we have not received written confirmation of compliance to send donations or determine the status of compliance for any particular state visit httppglaforg,1
while we cannot and do not solicit contributions from states where we have not met the solicitation requirements we know of no prohibition against accepting unsolicited donations from donors in such states who approach us with offers to donate,1
international donations are gratefully accepted but we cannot make any statements concerning tax treatment of donations received from outside the united states us laws alone swamp our small staff,1
please check the project gutenberg web pages for current donation methods and addresses donations are accepted in a number of other ways including checks online payments and credit card donations to donate please visit httppglaforgdonate,1
professor michael s hart is the originator of the project gutenbergtm concept of a library of electronic works that could be freely shared with anyone for thirty years he produced and distributed project gutenbergtm ebooks with only a loose network of volunteer support,1
project gutenbergtm ebooks are often created from several printed editions all of which are confirmed as public domain in the us unless a copyright notice is included thus we do not necessarily keep ebooks in compliance with any particular paper edition,1
most people start at our web site which has the main pg search facility,1
this web site includes information about project gutenbergtm including how to make donations to the project gutenberg literary archive foundation how to help produce our new ebooks and how to subscribe to our email newsletter to hear about new ebooks,1
the project gutenberg ebook of the castle of otranto by horace walpole,2
this ebook is for the use of anyone anywhere in the united states and most other parts of the world at no cost and with almost no restrictions whatsoever you may copy it give it away or reuse it under the terms of the project gutenberg license included with this ebook or online at wwwgutenbergorg if you are not located in the united states you will have to check the laws of the country where you are located before using this ebook,2
release date october ebook most recently updated april,2
start of the project gutenberg ebook the castle of otranto,2
cassell and company limited london paris new york melbourne,2
horace walpole was the youngest son of sir robert walpole the great statesman who died earl of orford he was born in the year in which his father resigned office remaining in opposition for almost three years before his return to a long tenure of power horace walpole was educated at eton where he formed a school friendship with thomas gray who was but a few months older in gray was travellingcompanion with walpole in france and italy until they differed and parted but the friendship was afterwards renewed and remained firm to the end horace walpole went from eton to kings college cambridge and entered parliament in the year before his fathers final resignation and acceptance of an earldom his way of life was made easy to him as usher of the exchequer comptroller of the pipe and clerk of the estreats in the exchequer he received nearly two thousand a year for doing nothing lived with his father and amused himself,2
horace walpole idled and amused himself with the small life of the fashionable world to which he was proud of belonging though he had a quick eye for its vanities he had social wit and liked to put it to small uses but he was not an empty idler and there were seasons when he could become a sharp judge of himself i am sensible he wrote to his most intimate friend i am sensible of having more follies and weaknesses and fewer real good qualities than most men i sometimes reflect on this though i own too seldom i always want to begin acting like a man and a sensible one which i think i might be if i would he had deep home affections and under many polite affectations plenty of good sense,2
horace walpoles father died in the eldest son who succeeded to the earldom died in and left a son george who was for a time insane and lived until as george left no child the title and estates passed to horace walpole then seventyfour years old and the only uncle who survived horace walpole thus became earl of orford during the last six years of his life as to the title he said that he felt himself being called names in his old age he died unmarried in the year at the age of eighty,2
he had turned his house at strawberry hill by the thames near twickenham into a gothic villaeighteenthcentury gothicand amused himself by spending freely upon its adornment with such things as were then fashionable as objects of taste but he delighted also in his flowers and his trellises of roses and the quiet thames when confined by gout to his london house in arlington street flowers from strawberry hill and a bird were necessary consolations he set up also at strawberry hill a private printing press at which he printed his friend grays poems also in his own catalogue of the royal and noble authors of england and five volumes of anecdotes of painting in england between and,2
horace walpole produced the castle of otranto in at the mature age of fortyeight it was suggested by a dream from which he said he waked one morning and of which all i could recover was that i had thought myself in an ancient castle a very natural dream for a head like mine filled with gothic story and that on the uppermost banister of a great staircase i saw a gigantic hand in armour in the evening i sat down and began to write without knowing in the least what i intended to say or relate so began the tale which professed to be translated by william marshal gentleman from the italian of onuphro muralto canon of the church of st nicholas at otranto it was written in two months walpoles friend gray reported to him that at cambridge the book made some of them cry a little and all in general afraid to go to bed o nights the castle of otranto was in its own way an early sign of the reaction towards romance in the latter part of the last century this gives it interest but it has had many followers and the hardy modern reader when he reads grays note from cambridge needs to be reminded of its date,2
the following work was found in the library of an ancient catholic family in the north of england it was printed at naples in the black letter in the year how much sooner it was written does not appear the principal incidents are such as were believed in the darkest ages of christianity but the language and conduct have nothing that savours of barbarism the style is the purest italian,2
if the story was written near the time when it is supposed to have happened it must have been between the era of the first crusade and the date of the last or not long afterwards there is no other circumstance in the work that can lead us to guess at the period in which the scene is laid the names of the actors are evidently fictitious and probably disguised on purpose yet the spanish names of the domestics seem to indicate that this work was not composed until the establishment of the arragonian kings in naples had made spanish appellations familiar in that country the beauty of the diction and the zeal of the author moderated however by singular judgment concur to make me think that the date of the composition was little antecedent to that of the impression letters were then in their most flourishing state in italy and contributed to dispel the empire of superstition at that time so forcibly attacked by the reformers it is not unlikely that an artful priest might endeavour to turn their own arms on the innovators and might avail himself of his abilities as an author to confirm the populace in their ancient errors and superstitions if this was his view he has certainly acted with signal address such a work as the following would enslave a hundred vulgar minds beyond half the books of controversy that have been written from the days of luther to the present hour,2
this solution of the authors motives is however offered as a mere conjecture whatever his views were or whatever effects the execution of them might have his work can only be laid before the public at present as a matter of entertainment even as such some apology for it is necessary miracles visions necromancy dreams and other preternatural events are exploded now even from romances that was not the case when our author wrote much less when the story itself is supposed to have happened belief in every kind of prodigy was so established in those dark ages that an author would not be faithful to the manners of the times who should omit all mention of them he is not bound to believe them himself but he must represent his actors as believing them,2
if this air of the miraculous is excused the reader will find nothing else unworthy of his perusal allow the possibility of the facts and all the actors comport themselves as persons would do in their situation there is no bombast no similes flowers digressions or unnecessary descriptions everything tends directly to the catastrophe never is the readers attention relaxed the rules of the drama are almost observed throughout the conduct of the piece the characters are well drawn and still better maintained terror the authors principal engine prevents the story from ever languishing and it is so often contrasted by pity that the mind is kept up in a constant vicissitude of interesting passions,2
some persons may perhaps think the characters of the domestics too little serious for the general cast of the story but besides their opposition to the principal personages the art of the author is very observable in his conduct of the subalterns they discover many passages essential to the story which could not be well brought to light but by their navet and simplicity in particular the womanish terror and foibles of bianca in the last chapter conduce essentially towards advancing the catastrophe,2
it is natural for a translator to be prejudiced in favour of his adopted work more impartial readers may not be so much struck with the beauties of this piece as i was yet i am not blind to my authors defects i could wish he had grounded his plan on a more useful moral than this that the sins of fathers are visited on their children to the third and fourth generation i doubt whether in his time any more than at present ambition curbed its appetite of dominion from the dread of so remote a punishment and yet this moral is weakened by that less direct insinuation that even such anathema may be diverted by devotion to st nicholas here the interest of the monk plainly gets the better of the judgment of the author however with all its faults i have no doubt but the english reader will be pleased with a sight of this performance the piety that reigns throughout the lessons of virtue that are inculcated and the rigid purity of the sentiments exempt this work from the censure to which romances are but too liable should it meet with the success i hope for i may be encouraged to reprint the original italian though it will tend to depreciate my own labour our language falls far short of the charms of the italian both for variety and harmony the latter is peculiarly excellent for simple narrative it is difficult in english to relate without falling too low or rising too high a fault obviously occasioned by the little care taken to speak pure language in common conversation every italian or frenchman of any rank piques himself on speaking his own tongue correctly and with choice i cannot flatter myself with having done justice to my author in this respect his style is as elegant as his conduct of the passions is masterly it is a pity that he did not apply his talents to what they were evidently proper forthe theatre,2
i will detain the reader no longer but to make one short remark though the machinery is invention and the names of the actors imaginary i cannot but believe that the groundwork of the story is founded on truth the scene is undoubtedly laid in some real castle the author seems frequently without design to describe particular parts the chamber says he on the right hand the door on the left hand the distance from the chapel to conrads apartment these and other passages are strong presumptions that the author had some certain building in his eye curious persons who have leisure to employ in such researches may possibly discover in the italian writers the foundation on which our author has built if a catastrophe at all resembling that which he describes is believed to have given rise to this work it will contribute to interest the reader and will make the castle of otranto a still more moving story,2
the gentle maid whose hapless tale these melancholy pages speak say gracious lady shall she fail to draw the tear adown thy cheek,2
no never was thy pitying breast insensible to human woes tender tho firm it melts distrest for weaknesses it never knows,2
oh guard the marvels i relate of fell ambition scourgd by fate from reasons peevish blame blest with thy smile my dauntless sail i dare expand to fancys gale for sure thy smiles are fame,2
manfred prince of otranto had one son and one daughter the latter a most beautiful virgin aged eighteen was called matilda conrad the son was three years younger a homely youth sickly and of no promising disposition yet he was the darling of his father who never showed any symptoms of affection to matilda manfred had contracted a marriage for his son with the marquis of vicenzas daughter isabella and she had already been delivered by her guardians into the hands of manfred that he might celebrate the wedding as soon as conrads infirm state of health would permit,2
manfreds impatience for this ceremonial was remarked by his family and neighbours the former indeed apprehending the severity of their princes disposition did not dare to utter their surmises on this precipitation hippolita his wife an amiable lady did sometimes venture to represent the danger of marrying their only son so early considering his great youth and greater infirmities but she never received any other answer than reflections on her own sterility who had given him but one heir his tenants and subjects were less cautious in their discourses they attributed this hasty wedding to the princes dread of seeing accomplished an ancient prophecy which was said to have pronounced that the castle and lordship of otranto should pass from the present family whenever the real owner should be grown too large to inhabit it it was difficult to make any sense of this prophecy and still less easy to conceive what it had to do with the marriage in question yet these mysteries or contradictions did not make the populace adhere the less to their opinion,2
young conrads birthday was fixed for his espousals the company was assembled in the chapel of the castle and everything ready for beginning the divine office when conrad himself was missing manfred impatient of the least delay and who had not observed his son retire despatched one of his attendants to summon the young prince the servant who had not stayed long enough to have crossed the court to conrads apartment came running back breathless in a frantic manner his eyes staring and foaming at the mouth he said nothing but pointed to the court,2
the company were struck with terror and amazement the princess hippolita without knowing what was the matter but anxious for her son swooned away manfred less apprehensive than enraged at the procrastination of the nuptials and at the folly of his domestic asked imperiously what was the matter the fellow made no answer but continued pointing towards the courtyard and at last after repeated questions put to him cried out oh the helmet the helmet,2
in the meantime some of the company had run into the court from whence was heard a confused noise of shrieks horror and surprise manfred who began to be alarmed at not seeing his son went himself to get information of what occasioned this strange confusion matilda remained endeavouring to assist her mother and isabella stayed for the same purpose and to avoid showing any impatience for the bridegroom for whom in truth she had conceived little affection,2
the first thing that struck manfreds eyes was a group of his servants endeavouring to raise something that appeared to him a mountain of sable plumes he gazed without believing his sight,2
what are ye doing cried manfred wrathfully where is my son,2
a volley of voices replied oh my lord the prince the prince the helmet the helmet,2
shocked with these lamentable sounds and dreading he knew not what he advanced hastilybut what a sight for a fathers eyeshe beheld his child dashed to pieces and almost buried under an enormous helmet an hundred times more large than any casque ever made for human being and shaded with a proportionable quantity of black feathers,2
the horror of the spectacle the ignorance of all around how this misfortune had happened and above all the tremendous phenomenon before him took away the princes speech yet his silence lasted longer than even grief could occasion he fixed his eyes on what he wished in vain to believe a vision and seemed less attentive to his loss than buried in meditation on the stupendous object that had occasioned it he touched he examined the fatal casque nor could even the bleeding mangled remains of the young prince divert the eyes of manfred from the portent before him,2
all who had known his partial fondness for young conrad were as much surprised at their princes insensibility as thunderstruck themselves at the miracle of the helmet they conveyed the disfigured corpse into the hall without receiving the least direction from manfred as little was he attentive to the ladies who remained in the chapel on the contrary without mentioning the unhappy princesses his wife and daughter the first sounds that dropped from manfreds lips were take care of the lady isabella,2
the domestics without observing the singularity of this direction were guided by their affection to their mistress to consider it as peculiarly addressed to her situation and flew to her assistance they conveyed her to her chamber more dead than alive and indifferent to all the strange circumstances she heard except the death of her son,2
matilda who doted on her mother smothered her own grief and amazement and thought of nothing but assisting and comforting her afflicted parent isabella who had been treated by hippolita like a daughter and who returned that tenderness with equal duty and affection was scarce less assiduous about the princess at the same time endeavouring to partake and lessen the weight of sorrow which she saw matilda strove to suppress for whom she had conceived the warmest sympathy of friendship yet her own situation could not help finding its place in her thoughts she felt no concern for the death of young conrad except commiseration and she was not sorry to be delivered from a marriage which had promised her little felicity either from her destined bridegroom or from the severe temper of manfred who though he had distinguished her by great indulgence had imprinted her mind with terror from his causeless rigour to such amiable princesses as hippolita and matilda,2
while the ladies were conveying the wretched mother to her bed manfred remained in the court gazing on the ominous casque and regardless of the crowd which the strangeness of the event had now assembled around him the few words he articulated tended solely to inquiries whether any man knew from whence it could have come nobody could give him the least information however as it seemed to be the sole object of his curiosity it soon became so to the rest of the spectators whose conjectures were as absurd and improbable as the catastrophe itself was unprecedented in the midst of their senseless guesses a young peasant whom rumour had drawn thither from a neighbouring village observed that the miraculous helmet was exactly like that on the figure in black marble of alfonso the good one of their former princes in the church of st nicholas,2
villain what sayest thou cried manfred starting from his trance in a tempest of rage and seizing the young man by the collar how darest thou utter such treason thy life shall pay for it,2
the spectators who as little comprehended the cause of the princes fury as all the rest they had seen were at a loss to unravel this new circumstance the young peasant himself was still more astonished not conceiving how he had offended the prince yet recollecting himself with a mixture of grace and humility he disengaged himself from manfreds grip and then with an obeisance which discovered more jealousy of innocence than dismay he asked with respect of what he was guilty manfred more enraged at the vigour however decently exerted with which the young man had shaken off his hold than appeased by his submission ordered his attendants to seize him and if he had not been withheld by his friends whom he had invited to the nuptials would have poignarded the peasant in their arms,2
during this altercation some of the vulgar spectators had run to the great church which stood near the castle and came back openmouthed declaring that the helmet was missing from alfonsos statue manfred at this news grew perfectly frantic and as if he sought a subject on which to vent the tempest within him he rushed again on the young peasant crying,2
villain monster sorcerer tis thou hast done this tis thou hast slain my son,2
the mob who wanted some object within the scope of their capacities on whom they might discharge their bewildered reasoning caught the words from the mouth of their lord and reechoed,2
ay ay tis he tis he he has stolen the helmet from good alfonsos tomb and dashed out the brains of our young prince with it never reflecting how enormous the disproportion was between the marble helmet that had been in the church and that of steel before their eyes nor how impossible it was for a youth seemingly not twenty to wield a piece of armour of so prodigious a weight,2
the folly of these ejaculations brought manfred to himself yet whether provoked at the peasant having observed the resemblance between the two helmets and thereby led to the farther discovery of the absence of that in the church or wishing to bury any such rumour under so impertinent a supposition he gravely pronounced that the young man was certainly a necromancer and that till the church could take cognisance of the affair he would have the magician whom they had thus detected kept prisoner under the helmet itself which he ordered his attendants to raise and place the young man under it declaring he should be kept there without food with which his own infernal art might furnish him,2
it was in vain for the youth to represent against this preposterous sentence in vain did manfreds friends endeavour to divert him from this savage and illgrounded resolution the generality were charmed with their lords decision which to their apprehensions carried great appearance of justice as the magician was to be punished by the very instrument with which he had offended nor were they struck with the least compunction at the probability of the youth being starved for they firmly believed that by his diabolic skill he could easily supply himself with nutriment,2
manfred thus saw his commands even cheerfully obeyed and appointing a guard with strict orders to prevent any food being conveyed to the prisoner he dismissed his friends and attendants and retired to his own chamber after locking the gates of the castle in which he suffered none but his domestics to remain,2
in the meantime the care and zeal of the young ladies had brought the princess hippolita to herself who amidst the transports of her own sorrow frequently demanded news of her lord would have dismissed her attendants to watch over him and at last enjoined matilda to leave her and visit and comfort her father matilda who wanted no affectionate duty to manfred though she trembled at his austerity obeyed the orders of hippolita whom she tenderly recommended to isabella and inquiring of the domestics for her father was informed that he was retired to his chamber and had commanded that nobody should have admittance to him concluding that he was immersed in sorrow for the death of her brother and fearing to renew his tears by the sight of his sole remaining child she hesitated whether she should break in upon his affliction yet solicitude for him backed by the commands of her mother encouraged her to venture disobeying the orders he had given a fault she had never been guilty of before,2
the gentle timidity of her nature made her pause for some minutes at his door she heard him traverse his chamber backwards and forwards with disordered steps a mood which increased her apprehensions she was however just going to beg admittance when manfred suddenly opened the door and as it was now twilight concurring with the disorder of his mind he did not distinguish the person but asked angrily who it was matilda replied trembling,2
manfred stepping back hastily cried begone i do not want a daughter and flinging back abruptly clapped the door against the terrified matilda,2
she was too well acquainted with her fathers impetuosity to venture a second intrusion when she had a little recovered the shock of so bitter a reception she wiped away her tears to prevent the additional stab that the knowledge of it would give to hippolita who questioned her in the most anxious terms on the health of manfred and how he bore his loss matilda assured her he was well and supported his misfortune with manly fortitude,2
but will he not let me see him said hippolita mournfully will he not permit me to blend my tears with his and shed a mothers sorrows in the bosom of her lord or do you deceive me matilda i know how manfred doted on his son is not the stroke too heavy for him has he not sunk under it you do not answer mealas i dread the worstraise me my maidens i will i will see my lord bear me to him instantly he is dearer to me even than my children,2
matilda made signs to isabella to prevent hippolitas rising and both those lovely young women were using their gentle violence to stop and calm the princess when a servant on the part of manfred arrived and told isabella that his lord demanded to speak with her,2
go said hippolita relieved by a message from her lord manfred cannot support the sight of his own family he thinks you less disordered than we are and dreads the shock of my grief console him dear isabella and tell him i will smother my own anguish rather than add to his,2
as it was now evening the servant who conducted isabella bore a torch before her when they came to manfred who was walking impatiently about the gallery he started and said hastily,2
then shutting the door impetuously he flung himself upon a bench against the wall and bade isabella sit by him she obeyed trembling,2
i sent for you lady said heand then stopped under great appearance of confusion,2
yes i sent for you on a matter of great moment resumed he dry your tears young ladyyou have lost your bridegroom yes cruel fate and i have lost the hopes of my race but conrad was not worthy of your beauty,2
how my lord said isabella sure you do not suspect me of not feeling the concern i ought my duty and affection would have always,2
think no more of him interrupted manfred he was a sickly puny child and heaven has perhaps taken him away that i might not trust the honours of my house on so frail a foundation the line of manfred calls for numerous supports my foolish fondness for that boy blinded the eyes of my prudencebut it is better as it is i hope in a few years to have reason to rejoice at the death of conrad,2
words cannot paint the astonishment of isabella at first she apprehended that grief had disordered manfreds understanding her next thought suggested that this strange discourse was designed to ensnare her she feared that manfred had perceived her indifference for his son and in consequence of that idea she replied,2
good my lord do not doubt my tenderness my heart would have accompanied my hand conrad would have engrossed all my care and wherever fate shall dispose of me i shall always cherish his memory and regard your highness and the virtuous hippolita as my parents,2
curse on hippolita cried manfred forget her from this moment as i do in short lady you have missed a husband undeserving of your charms they shall now be better disposed of instead of a sickly boy you shall have a husband in the prime of his age who will know how to value your beauties and who may expect a numerous offspring,2
alas my lord said isabella my mind is too sadly engrossed by the recent catastrophe in your family to think of another marriage if ever my father returns and it shall be his pleasure i shall obey as i did when i consented to give my hand to your son but until his return permit me to remain under your hospitable roof and employ the melancholy hours in assuaging yours hippolitas and the fair matildas affliction,2
i desired you once before said manfred angrily not to name that woman from this hour she must be a stranger to you as she must be to me in short isabella since i cannot give you my son i offer you myself,2
heavens cried isabella waking from her delusion what do i hear you my lord you my fatherinlaw the father of conrad the husband of the virtuous and tender hippolita,2
i tell you said manfred imperiously hippolita is no longer my wife i divorce her from this hour too long has she cursed me by her unfruitfulness my fate depends on having sons and this night i trust will give a new date to my hopes,2
at those words he seized the cold hand of isabella who was half dead with fright and horror she shrieked and started from him manfred rose to pursue her when the moon which was now up and gleamed in at the opposite casement presented to his sight the plumes of the fatal helmet which rose to the height of the windows waving backwards and forwards in a tempestuous manner and accompanied with a hollow and rustling sound isabella who gathered courage from her situation and who dreaded nothing so much as manfreds pursuit of his declaration cried,2
look my lord see heaven itself declares against your impious intentions,2
heaven nor hell shall impede my designs said manfred advancing again to seize the princess,2
at that instant the portrait of his grandfather which hung over the bench where they had been sitting uttered a deep sigh and heaved its breast,2
isabella whose back was turned to the picture saw not the motion nor knew whence the sound came but started and said,2
hark my lord what sound was that and at the same time made towards the door,2
manfred distracted between the flight of isabella who had now reached the stairs and yet unable to keep his eyes from the picture which began to move had however advanced some steps after her still looking backwards on the portrait when he saw it quit its panel and descend on the floor with a grave and melancholy air,2
do i dream cried manfred returning or are the devils themselves in league against me speak infernal spectre or if thou art my grandsire why dost thou too conspire against thy wretched descendant who too dearly pays for ere he could finish the sentence the vision sighed again and made a sign to manfred to follow him,2
lead on cried manfred i will follow thee to the gulf of perdition,2
the spectre marched sedately but dejected to the end of the gallery and turned into a chamber on the right hand manfred accompanied him at a little distance full of anxiety and horror but resolved as he would have entered the chamber the door was clapped to with violence by an invisible hand the prince collecting courage from this delay would have forcibly burst open the door with his foot but found that it resisted his utmost efforts,2
since hell will not satisfy my curiosity said manfred i will use the human means in my power for preserving my race isabella shall not escape me,2
the lady whose resolution had given way to terror the moment she had quitted manfred continued her flight to the bottom of the principal staircase there she stopped not knowing whither to direct her steps nor how to escape from the impetuosity of the prince the gates of the castle she knew were locked and guards placed in the court should she as her heart prompted her go and prepare hippolita for the cruel destiny that awaited her she did not doubt but manfred would seek her there and that his violence would incite him to double the injury he meditated without leaving room for them to avoid the impetuosity of his passions delay might give him time to reflect on the horrid measures he had conceived or produce some circumstance in her favour if she couldfor that night at leastavoid his odious purpose yet where conceal herself how avoid the pursuit he would infallibly make throughout the castle,2
as these thoughts passed rapidly through her mind she recollected a subterraneous passage which led from the vaults of the castle to the church of st nicholas could she reach the altar before she was overtaken she knew even manfreds violence would not dare to profane the sacredness of the place and she determined if no other means of deliverance offered to shut herself up for ever among the holy virgins whose convent was contiguous to the cathedral in this resolution she seized a lamp that burned at the foot of the staircase and hurried towards the secret passage,2
the lower part of the castle was hollowed into several intricate cloisters and it was not easy for one under so much anxiety to find the door that opened into the cavern an awful silence reigned throughout those subterraneous regions except now and then some blasts of wind that shook the doors she had passed and which grating on the rusty hinges were reechoed through that long labyrinth of darkness every murmur struck her with new terror yet more she dreaded to hear the wrathful voice of manfred urging his domestics to pursue her,2
she trod as softly as impatience would give her leave yet frequently stopped and listened to hear if she was followed in one of those moments she thought she heard a sigh she shuddered and recoiled a few paces in a moment she thought she heard the step of some person her blood curdled she concluded it was manfred every suggestion that horror could inspire rushed into her mind she condemned her rash flight which had thus exposed her to his rage in a place where her cries were not likely to draw anybody to her assistance yet the sound seemed not to come from behind if manfred knew where she was he must have followed her she was still in one of the cloisters and the steps she had heard were too distinct to proceed from the way she had come cheered with this reflection and hoping to find a friend in whoever was not the prince she was going to advance when a door that stood ajar at some distance to the left was opened gently but ere her lamp which she held up could discover who opened it the person retreated precipitately on seeing the light,2
isabella whom every incident was sufficient to dismay hesitated whether she should proceed her dread of manfred soon outweighed every other terror the very circumstance of the person avoiding her gave her a sort of courage it could only be she thought some domestic belonging to the castle her gentleness had never raised her an enemy and conscious innocence made her hope that unless sent by the princes order to seek her his servants would rather assist than prevent her flight fortifying herself with these reflections and believing by what she could observe that she was near the mouth of the subterraneous cavern she approached the door that had been opened but a sudden gust of wind that met her at the door extinguished her lamp and left her in total darkness,2
